level,steps,ep_reward,win,game_name,criteria
3,3681,-1,False,variant_survivezombies_2,1
3,3725,-1,False,variant_survivezombies_2,1
3,3763,-1,False,variant_survivezombies_2,1
3,3858,-2,False,variant_survivezombies_2,1
3,3880,-2,False,variant_survivezombies_2,1
3,3935,-1,False,variant_survivezombies_2,1
3,4023,-1,False,variant_survivezombies_2,1
3,4279,-1,False,variant_survivezombies_2,1
3,4376,-1,False,variant_survivezombies_2,1
3,4441,-1,False,variant_survivezombies_2,1
3,4945,-2,False,variant_survivezombies_2,1
3,5027,-1,False,variant_survivezombies_2,1
3,5040,-1,False,variant_survivezombies_2,1
3,5091,-1,False,variant_survivezombies_2,1
3,5291,-1,False,variant_survivezombies_2,1
3,5339,-1,False,variant_survivezombies_2,1
3,5422,-1,False,variant_survivezombies_2,1
3,5712,-8,False,variant_survivezombies_2,1
3,5722,-1,False,variant_survivezombies_2,1
3,5762,-1,False,variant_survivezombies_2,1
3,5773,-1,False,variant_survivezombies_2,1
3,5801,-2,False,variant_survivezombies_2,1
3,5831,-5,False,variant_survivezombies_2,1
3,5925,-1,False,variant_survivezombies_2,1
3,5953,-1,False,variant_survivezombies_2,1
3,5968,-2,False,variant_survivezombies_2,1
3,6026,-1,False,variant_survivezombies_2,1
3,6101,-1,False,variant_survivezombies_2,1
3,6119,-2,False,variant_survivezombies_2,1
3,6160,-3,False,variant_survivezombies_2,1
3,6170,-1,False,variant_survivezombies_2,1
3,6252,-1,False,variant_survivezombies_2,1
3,6327,-1,False,variant_survivezombies_2,1
3,6355,-1,False,variant_survivezombies_2,1
3,6385,-1,False,variant_survivezombies_2,1
3,6425,-2,False,variant_survivezombies_2,1
3,6460,-1,False,variant_survivezombies_2,1
3,6608,-1,False,variant_survivezombies_2,1
3,6644,-1,False,variant_survivezombies_2,1
3,6678,-1,False,variant_survivezombies_2,1
3,6720,-8,False,variant_survivezombies_2,1
3,6807,-1,False,variant_survivezombies_2,1
3,6865,-1,False,variant_survivezombies_2,1
3,6919,-1,False,variant_survivezombies_2,1
3,6947,-1,False,variant_survivezombies_2,1
3,6987,-1,False,variant_survivezombies_2,1
3,7033,-1,False,variant_survivezombies_2,1
3,7069,-1,False,variant_survivezombies_2,1
3,7073,-1,False,variant_survivezombies_2,1
3,7311,-3,False,variant_survivezombies_2,1
3,7333,-2,False,variant_survivezombies_2,1
3,7384,-2,False,variant_survivezombies_2,1
3,7427,-1,False,variant_survivezombies_2,1
3,7449,-1,False,variant_survivezombies_2,1
3,7462,-1,False,variant_survivezombies_2,1
3,7466,-1,False,variant_survivezombies_2,1
3,7502,-2,False,variant_survivezombies_2,1
3,7963,-10,False,variant_survivezombies_2,1
3,7985,-1,False,variant_survivezombies_2,1
3,8001,-1,False,variant_survivezombies_2,1
3,9107,1,True,variant_survivezombies_2,1
4,9215,-3,False,variant_survivezombies_2,1
4,9299,-1,False,variant_survivezombies_2,1
4,9456,-1,False,variant_survivezombies_2,1
4,9507,-1,False,variant_survivezombies_2,1
4,9553,-1,False,variant_survivezombies_2,1
4,9727,-1,False,variant_survivezombies_2,1
4,9847,-1,False,variant_survivezombies_2,1
4,10066,-1,False,variant_survivezombies_2,1
4,10192,-6,False,variant_survivezombies_2,1
4,10303,-5,False,variant_survivezombies_2,1
4,10450,-3,False,variant_survivezombies_2,1
4,10534,-2,False,variant_survivezombies_2,1
4,10766,-2,False,variant_survivezombies_2,1
4,10875,-1,False,variant_survivezombies_2,1
4,10972,-1,False,variant_survivezombies_2,1
4,11119,-1,False,variant_survivezombies_2,1
4,11225,-1,False,variant_survivezombies_2,1
4,11408,-1,False,variant_survivezombies_2,1
4,11544,-2,False,variant_survivezombies_2,1
4,11623,-1,False,variant_survivezombies_2,1
4,11738,-1,False,variant_survivezombies_2,1
4,11805,-2,False,variant_survivezombies_2,1
4,11832,-1,False,variant_survivezombies_2,1
4,12078,-2,False,variant_survivezombies_2,1
4,12188,-1,False,variant_survivezombies_2,1
4,12224,-1,False,variant_survivezombies_2,1
4,12324,-1,False,variant_survivezombies_2,1
4,12538,-9,False,variant_survivezombies_2,1
4,12649,-4,False,variant_survivezombies_2,1
4,12790,-1,False,variant_survivezombies_2,1
4,12877,-2,False,variant_survivezombies_2,1
4,12896,-1,False,variant_survivezombies_2,1
4,12984,-3,False,variant_survivezombies_2,1
4,13003,-1,False,variant_survivezombies_2,1
4,13091,-2,False,variant_survivezombies_2,1
4,13229,-1,False,variant_survivezombies_2,1
4,13365,-1,False,variant_survivezombies_2,1
4,13399,-1,False,variant_survivezombies_2,1
4,13419,-1,False,variant_survivezombies_2,1
4,13451,-1,False,variant_survivezombies_2,1
4,13472,-1,False,variant_survivezombies_2,1
4,13487,-1,False,variant_survivezombies_2,1
4,13640,-1,False,variant_survivezombies_2,1
4,13841,-8,False,variant_survivezombies_2,1
4,13910,-1,False,variant_survivezombies_2,1
4,13926,-1,False,variant_survivezombies_2,1
4,13942,-1,False,variant_survivezombies_2,1
4,14089,-1,False,variant_survivezombies_2,1
4,14196,-1,False,variant_survivezombies_2,1
4,14367,-2,False,variant_survivezombies_2,1
4,14444,-1,False,variant_survivezombies_2,1
4,14545,-2,False,variant_survivezombies_2,1
4,14578,-1,False,variant_survivezombies_2,1
4,14840,-2,False,variant_survivezombies_2,1
4,14898,-1,False,variant_survivezombies_2,1
4,14974,-1,False,variant_survivezombies_2,1
4,15161,-9,False,variant_survivezombies_2,1
4,15197,-1,False,variant_survivezombies_2,1
4,15317,-2,False,variant_survivezombies_2,1
4,15359,-1,False,variant_survivezombies_2,1
4,15489,-4,False,variant_survivezombies_2,1
4,15600,-3,False,variant_survivezombies_2,1
4,15787,-9,False,variant_survivezombies_2,1
4,15925,-1,False,variant_survivezombies_2,1
4,16085,-4,False,variant_survivezombies_2,1
4,16158,-1,False,variant_survivezombies_2,1
4,16294,-2,False,variant_survivezombies_2,1
4,16409,-1,False,variant_survivezombies_2,1
4,16428,-1,False,variant_survivezombies_2,1
4,16496,-1,False,variant_survivezombies_2,1
4,16711,-2,False,variant_survivezombies_2,1
4,16900,-4,False,variant_survivezombies_2,1
4,17061,-9,False,variant_survivezombies_2,1
4,17091,-1,False,variant_survivezombies_2,1
4,17173,-1,False,variant_survivezombies_2,1
4,17287,-1,False,variant_survivezombies_2,1
4,17368,-1,False,variant_survivezombies_2,1
4,17592,-14,False,variant_survivezombies_2,1
4,17678,-1,False,variant_survivezombies_2,1
4,17853,-1,False,variant_survivezombies_2,1
4,17920,-1,False,variant_survivezombies_2,1
4,18164,-3,False,variant_survivezombies_2,1
4,18218,-1,False,variant_survivezombies_2,1
4,18282,-1,False,variant_survivezombies_2,1
4,18363,-1,False,variant_survivezombies_2,1
4,18514,-2,False,variant_survivezombies_2,1
4,18609,-1,False,variant_survivezombies_2,1
4,18689,-1,False,variant_survivezombies_2,1
4,18722,-1,False,variant_survivezombies_2,1
4,18810,-7,False,variant_survivezombies_2,1
4,18959,-1,False,variant_survivezombies_2,1
4,19055,-1,False,variant_survivezombies_2,1
4,19145,-9,False,variant_survivezombies_2,1
4,19292,-5,False,variant_survivezombies_2,1
4,19308,-1,False,variant_survivezombies_2,1
4,19400,-10,False,variant_survivezombies_2,1
4,19428,-1,False,variant_survivezombies_2,1
4,19441,-1,False,variant_survivezombies_2,1
4,19618,-1,False,variant_survivezombies_2,1
4,19634,-1,False,variant_survivezombies_2,1
4,19836,-13,False,variant_survivezombies_2,1
4,19913,-1,False,variant_survivezombies_2,1
4,19995,-5,False,variant_survivezombies_2,1
4,20116,-2,False,variant_survivezombies_2,1
4,20234,-1,False,variant_survivezombies_2,1
4,20540,-6,False,variant_survivezombies_2,1
4,20567,-1,False,variant_survivezombies_2,1
4,20595,-1,False,variant_survivezombies_2,1
4,20707,-3,False,variant_survivezombies_2,1
4,20809,-2,False,variant_survivezombies_2,1
4,20937,-1,False,variant_survivezombies_2,1
4,21024,-3,False,variant_survivezombies_2,1
4,21096,-1,False,variant_survivezombies_2,1
4,21171,-1,False,variant_survivezombies_2,1
4,21222,-4,False,variant_survivezombies_2,1
4,21234,-1,False,variant_survivezombies_2,1
4,21419,-3,False,variant_survivezombies_2,1
4,21489,-1,False,variant_survivezombies_2,1
4,21557,-1,False,variant_survivezombies_2,1
4,21611,-1,False,variant_survivezombies_2,1
4,21700,-1,False,variant_survivezombies_2,1
4,21752,-2,False,variant_survivezombies_2,1
4,21763,-1,False,variant_survivezombies_2,1
4,21826,-3,False,variant_survivezombies_2,1
4,21848,-1,False,variant_survivezombies_2,1
4,21877,-1,False,variant_survivezombies_2,1
4,21975,-8,False,variant_survivezombies_2,1
4,21988,-1,False,variant_survivezombies_2,1
4,22095,-2,False,variant_survivezombies_2,1
4,22211,-2,False,variant_survivezombies_2,1
4,22233,-1,False,variant_survivezombies_2,1
4,22338,-1,False,variant_survivezombies_2,1
4,22468,-1,False,variant_survivezombies_2,1
4,22573,-1,False,variant_survivezombies_2,1
4,22672,-3,False,variant_survivezombies_2,1
4,22748,-1,False,variant_survivezombies_2,1
4,22860,-3,False,variant_survivezombies_2,1
4,22976,-1,False,variant_survivezombies_2,1
4,23083,-1,False,variant_survivezombies_2,1
4,23159,-1,False,variant_survivezombies_2,1
4,23257,-2,False,variant_survivezombies_2,1
4,23341,-1,False,variant_survivezombies_2,1
4,23499,-1,False,variant_survivezombies_2,1
4,23546,-3,False,variant_survivezombies_2,1
4,23612,-1,False,variant_survivezombies_2,1
4,23718,-7,False,variant_survivezombies_2,1
4,23938,-2,False,variant_survivezombies_2,1
4,24142,-15,False,variant_survivezombies_2,1
4,24239,-1,False,variant_survivezombies_2,1
4,24328,-1,False,variant_survivezombies_2,1
4,24474,-1,False,variant_survivezombies_2,1
4,24598,-7,False,variant_survivezombies_2,1
4,24786,-1,False,variant_survivezombies_2,1
4,24887,-1,False,variant_survivezombies_2,1
4,24943,-1,False,variant_survivezombies_2,1
4,25025,-1,False,variant_survivezombies_2,1
4,25143,-1,False,variant_survivezombies_2,1
4,25206,-1,False,variant_survivezombies_2,1
4,25282,-1,False,variant_survivezombies_2,1
4,25342,-1,False,variant_survivezombies_2,1
4,25406,-1,False,variant_survivezombies_2,1
4,25509,-1,False,variant_survivezombies_2,1
4,25704,-1,False,variant_survivezombies_2,1
4,25739,-1,False,variant_survivezombies_2,1
4,25981,-9,False,variant_survivezombies_2,1
4,26019,-1,False,variant_survivezombies_2,1
4,26033,-1,False,variant_survivezombies_2,1
4,26123,-1,False,variant_survivezombies_2,1
4,26254,-1,False,variant_survivezombies_2,1
4,26293,-1,False,variant_survivezombies_2,1
4,26387,-7,False,variant_survivezombies_2,1
4,26607,-6,False,variant_survivezombies_2,1
4,26659,-1,False,variant_survivezombies_2,1
4,26793,-1,False,variant_survivezombies_2,1
4,26849,-4,False,variant_survivezombies_2,1
4,26878,-1,False,variant_survivezombies_2,1
4,26921,-1,False,variant_survivezombies_2,1
4,26987,-1,False,variant_survivezombies_2,1
4,27034,-1,False,variant_survivezombies_2,1
4,27109,-1,False,variant_survivezombies_2,1
4,27136,-1,False,variant_survivezombies_2,1
4,27297,-2,False,variant_survivezombies_2,1
4,27397,-2,False,variant_survivezombies_2,1
4,27533,-1,False,variant_survivezombies_2,1
4,27569,-3,False,variant_survivezombies_2,1
4,27754,-3,False,variant_survivezombies_2,1
4,27903,-3,False,variant_survivezombies_2,1
4,28008,-4,False,variant_survivezombies_2,1
4,28210,-9,False,variant_survivezombies_2,1
4,28376,-12,False,variant_survivezombies_2,1
4,28433,-1,False,variant_survivezombies_2,1
4,28649,-7,False,variant_survivezombies_2,1
4,28802,-1,False,variant_survivezombies_2,1
4,28889,-1,False,variant_survivezombies_2,1
4,28973,-3,False,variant_survivezombies_2,1
4,29103,-1,False,variant_survivezombies_2,1
4,29191,-9,False,variant_survivezombies_2,1
4,29288,-1,False,variant_survivezombies_2,1
4,29359,-12,False,variant_survivezombies_2,1
4,29445,-3,False,variant_survivezombies_2,1
4,29531,-2,False,variant_survivezombies_2,1
4,29591,-1,False,variant_survivezombies_2,1
4,29680,-2,False,variant_survivezombies_2,1
4,29720,-1,False,variant_survivezombies_2,1
4,29828,-6,False,variant_survivezombies_2,1
4,29923,-3,False,variant_survivezombies_2,1
4,30050,-2,False,variant_survivezombies_2,1
4,30139,-1,False,variant_survivezombies_2,1
4,30201,-2,False,variant_survivezombies_2,1
4,30302,-1,False,variant_survivezombies_2,1
4,30313,-1,False,variant_survivezombies_2,1
4,30377,-4,False,variant_survivezombies_2,1
4,30460,-4,False,variant_survivezombies_2,1
4,30625,-2,False,variant_survivezombies_2,1
4,30647,-1,False,variant_survivezombies_2,1
4,30713,-3,False,variant_survivezombies_2,1
4,30768,-3,False,variant_survivezombies_2,1
4,30836,-1,False,variant_survivezombies_2,1
4,30957,-3,False,variant_survivezombies_2,1
4,31021,-1,False,variant_survivezombies_2,1
4,31075,-1,False,variant_survivezombies_2,1
4,31085,-1,False,variant_survivezombies_2,1
4,31101,-1,False,variant_survivezombies_2,1
4,31159,-1,False,variant_survivezombies_2,1
4,31192,-1,False,variant_survivezombies_2,1
4,31288,-1,False,variant_survivezombies_2,1
4,31397,-1,False,variant_survivezombies_2,1
4,31473,-2,False,variant_survivezombies_2,1
4,31588,-3,False,variant_survivezombies_2,1
4,31604,-1,False,variant_survivezombies_2,1
4,31832,-16,False,variant_survivezombies_2,1
4,31859,-1,False,variant_survivezombies_2,1
4,31925,-8,False,variant_survivezombies_2,1
4,32105,-9,False,variant_survivezombies_2,1
4,32210,-1,False,variant_survivezombies_2,1
4,32346,-5,False,variant_survivezombies_2,1
4,32428,-1,False,variant_survivezombies_2,1
4,32519,-1,False,variant_survivezombies_2,1
4,32601,-2,False,variant_survivezombies_2,1
4,32680,-2,False,variant_survivezombies_2,1
4,32722,-4,False,variant_survivezombies_2,1
4,32775,-6,False,variant_survivezombies_2,1
4,32858,-1,False,variant_survivezombies_2,1
4,32894,-1,False,variant_survivezombies_2,1
4,33048,-4,False,variant_survivezombies_2,1
4,33092,-1,False,variant_survivezombies_2,1
4,33181,-1,False,variant_survivezombies_2,1
4,33248,-6,False,variant_survivezombies_2,1
4,33361,-1,False,variant_survivezombies_2,1
4,33380,-2,False,variant_survivezombies_2,1
4,33425,-2,False,variant_survivezombies_2,1
4,33501,-1,False,variant_survivezombies_2,1
4,33518,-1,False,variant_survivezombies_2,1
4,33594,-7,False,variant_survivezombies_2,1
4,33616,-1,False,variant_survivezombies_2,1
4,33718,-3,False,variant_survivezombies_2,1
4,33856,-1,False,variant_survivezombies_2,1
4,33868,-1,False,variant_survivezombies_2,1
4,33983,-1,False,variant_survivezombies_2,1
4,34098,-2,False,variant_survivezombies_2,1
4,34156,-1,False,variant_survivezombies_2,1
4,34339,-2,False,variant_survivezombies_2,1
4,34395,-3,False,variant_survivezombies_2,1
4,34502,-1,False,variant_survivezombies_2,1
4,34569,-3,False,variant_survivezombies_2,1
4,34621,-1,False,variant_survivezombies_2,1
4,34774,-3,False,variant_survivezombies_2,1
4,35318,-2,False,variant_survivezombies_2,1
4,35458,-5,False,variant_survivezombies_2,1
4,35553,-8,False,variant_survivezombies_2,1
4,35583,-1,False,variant_survivezombies_2,1
4,35626,-1,False,variant_survivezombies_2,1
4,35767,-1,False,variant_survivezombies_2,1
4,35819,-2,False,variant_survivezombies_2,1
4,35890,-1,False,variant_survivezombies_2,1
4,35936,-4,False,variant_survivezombies_2,1
4,35984,-1,False,variant_survivezombies_2,1
4,36040,-1,False,variant_survivezombies_2,1
4,36084,-2,False,variant_survivezombies_2,1
4,36175,-3,False,variant_survivezombies_2,1
4,36276,-2,False,variant_survivezombies_2,1
4,36321,-5,False,variant_survivezombies_2,1
4,36362,-3,False,variant_survivezombies_2,1
4,36479,-4,False,variant_survivezombies_2,1
4,36628,-12,False,variant_survivezombies_2,1
4,36797,-1,False,variant_survivezombies_2,1
4,36981,-7,False,variant_survivezombies_2,1
4,37160,-11,False,variant_survivezombies_2,1
4,37282,-1,False,variant_survivezombies_2,1
4,37487,-6,False,variant_survivezombies_2,1
4,37564,-2,False,variant_survivezombies_2,1
4,37642,-1,False,variant_survivezombies_2,1
4,37706,-4,False,variant_survivezombies_2,1
4,37854,-10,False,variant_survivezombies_2,1
4,37906,-3,False,variant_survivezombies_2,1
4,37970,-7,False,variant_survivezombies_2,1
4,38174,-1,False,variant_survivezombies_2,1
4,38258,-5,False,variant_survivezombies_2,1
4,38457,-4,False,variant_survivezombies_2,1
4,38523,-6,False,variant_survivezombies_2,1
4,38618,-1,False,variant_survivezombies_2,1
4,38718,-1,False,variant_survivezombies_2,1
4,38785,-11,False,variant_survivezombies_2,1
4,38863,-5,False,variant_survivezombies_2,1
4,38942,-9,False,variant_survivezombies_2,1
4,38982,-1,False,variant_survivezombies_2,1
4,39072,-1,False,variant_survivezombies_2,1
4,39102,-3,False,variant_survivezombies_2,1
4,39229,-3,False,variant_survivezombies_2,1
4,39267,-1,False,variant_survivezombies_2,1
4,39283,-1,False,variant_survivezombies_2,1
4,39344,-3,False,variant_survivezombies_2,1
4,39403,-6,False,variant_survivezombies_2,1
4,39454,-3,False,variant_survivezombies_2,1
4,39490,-3,False,variant_survivezombies_2,1
4,39570,-3,False,variant_survivezombies_2,1
4,39625,-2,False,variant_survivezombies_2,1
4,39671,-2,False,variant_survivezombies_2,1
4,39736,-2,False,variant_survivezombies_2,1
4,39785,-2,False,variant_survivezombies_2,1
4,39837,-9,False,variant_survivezombies_2,1
4,39972,-1,False,variant_survivezombies_2,1
4,40023,-2,False,variant_survivezombies_2,1
4,40084,-2,False,variant_survivezombies_2,1
4,40359,-5,False,variant_survivezombies_2,1
4,40501,-4,False,variant_survivezombies_2,1
4,40680,-8,False,variant_survivezombies_2,1
4,40724,-1,False,variant_survivezombies_2,1
4,40874,-2,False,variant_survivezombies_2,1
4,41029,-7,False,variant_survivezombies_2,1
4,41067,-2,False,variant_survivezombies_2,1
4,41146,-1,False,variant_survivezombies_2,1
4,41242,-4,False,variant_survivezombies_2,1
4,41312,-1,False,variant_survivezombies_2,1
4,41409,-1,False,variant_survivezombies_2,1
4,41476,-8,False,variant_survivezombies_2,1
4,41533,-1,False,variant_survivezombies_2,1
4,41598,-4,False,variant_survivezombies_2,1
4,41639,-2,False,variant_survivezombies_2,1
